,tune,dataset
15462,3937_anglers,train
15463,3938_jewish,train
15464,393_the_lakes_of_sligo,train
15465,3940_the_shetland_molecule,train
15466,3941_the_factory_girl,train
15467,3942_the_trip_to_killarney,train
15468,3943_the_leitrim_lilter,train
15469,3944_arlitrach,train
15470,3945_p._j,validation
15471,3946_the_banks_of_the_suir,train
15472,3947_sharon_eubankss,train
15473,3948_martin_ansboros,train
15474,3949_delia_keanes,train
15475,394_rosies,train
15476,3950_sean_coughlans_kesh,train
15477,3952_the_reaper_of_glenree,train
15478,3953_cepta_byrnes,validation
15479,3954_ragtime_annie,test
15480,3955_the_two_pint_cup,train
15481,3957_drogheda_bay,train
15482,3959_dangerous_dans,train
15483,395_the_flowing_bowl,validation
15484,3962_geafta_baile_bhu,train
15485,3963_big_terry_mcaloons,train
15486,3965_the_dobermans_wallet,train
15487,3966_lisa_olearys,train
15488,3967_the_spotted_dog,train
15489,3968_jessie_over_the_bridge,train
15490,3969_lisa_olearys,train
15491,3970_the_trip_to_ballyshannon,validation
15492,3971_cairngorum_mountain,train
15493,3972_cock_hook_and_look,train
15494,3973_terry_crehans,train
15495,3975_greets_farewell,train
15496,3976_the_papal_hearse,train
15497,3977_the_groves,train
15498,3979_merrily_kicked_the_quaker,train
15499,397_the_trip_to_sligo,train
15500,3980_jerry_hollands_trip_to_valby,test
15501,3981_con_cassidys,train
15502,3983_the_lively_wagtail,train
15503,3984_nanas_walkabout,train
15504,3985_the_scandalmongers,train
15505,3986_all_in_good_time,train
15506,3987_brafferton_village,train
15507,3988_the_navigators_dream,validation
15508,398_pull_the_knife_and_stick_it_again,train
15509,3990_mac_crimmons_lament,train
15510,3992_dublin_streets,train
15511,3993_banjo_breakdown,train
15512,3994_bouree_de_berri,train
15513,3995_peter_and_doreen_chiasson,validation
15514,3996_hughie_travers,train
15515,3997_con_mcginleys,train
15516,3998_the_four_shoves,test
15517,3999_the_humours_of_whiskey,train
15518,399_the_sligo_maid,validation
15519,39_egans,train
15520,3_boil_the_breakfast_early,train
15521,4000_dot_cats_midnight_mischief,train
15522,4001_sollus_lillis,train
15523,4002_a_prune_for_a_kiss,train
15524,4003_peg_mcgraths,test
15525,4004_callys_northern,train
15526,4005_corkscrew_hill,train
15527,4006_sonnich_christensens,train
15528,4008_rowdledum,train
15529,4009_the_burnt_leg,train
15530,400_mr,train
15531,4011_bjllran,train
15532,4012_the_brown_hat,train
15533,4015_jim_hodders,test
15534,4016_half_a_tune,validation
15535,4017_rose_annes,train
15536,4018_the_new_high_level,validation
15537,4019_the_chicken,validation
15538,401_the_gander_in_the_pratie_hole,train
15539,4020_mickey_the_mauler,train
15540,4021_the_magic_slipper,validation
15541,4022_luckys_dream,train
15542,4023_patrick_conneelys,validation
15543,4024_dawleys_delight,train
15544,4025_fight_about_the_fireside,validation
15545,4026_the_girls_of_farranfore,train
15546,4027_belgrave_square,train
15547,4028_the_donegal_traveller,test
15548,402_the_cat_on_the_stairs,train
15549,4030_the_mohill,train
15550,4031_a_skye_air,train
15551,4032_car_huw_bach,train
15552,4033_the_hills_of_manchuria,train
15553,4034_the_lass_that_made_the_bed_for_me,test
15554,4035_the_heights_of_muingvuara,train
15555,4036_fiery_nights,train
15556,4037_roly_gentle,train
15557,4038_the_corofin_departure,train
15558,4039_the_thrush_in_the_bush,train
15559,403_miss_laura_katarina_ribeiro,train
15560,4040_goggles_in_the_rain,validation
15561,4041_the_little_house_around_the_corner,train
15562,4042_ride_a_mile,train
15563,4043_the_red_haired_girl_of_tulloch,train
15564,4044_couragie,train
15565,4045_lavins_favourite,train
15566,4046_down_in_abbey,train
15567,4047_headwood_crossing,train
15568,4048_every_little_helps,train
15569,4049_the_seaforth_highlanders,validation
15570,404_john_brennans,train
15571,4050_the_manchester,train
15572,4051_lou_fusti,train
15573,4053_all_bairns_dance,validation
15574,4054_kerrs_fancy,train
15575,4058_courting_them_all,train
15576,4059_the_triumph,train
15577,405_dont_stop_running,train
15578,4060_one_too_many,validation
15579,4062_the_man_with_two_women,train
15580,4064_the_baroque_fiddle,train
15581,4066_the_blooming_meadows,train
15582,4068_eamon_kellys,test
15583,406_lad_obeirnes,train
15584,4070_the_green_fields_of_woodford,validation
15585,4072_the_glen_aln,train
15586,4074_paddy_faheys,validation
15587,4075_the_imp_in_the_quarry,validation
15588,4076_leitrim_clog_dance,train
15589,4078_vals_aette_thorvald_tronsgard,validation
15590,4079_o_shes_comical,train
15591,4080_the_humours_of_winnington,train
15592,4081_toms_delight,train
15593,4083_our_highland_queen,train
15594,4085_tricia_shannon,test
15595,4087_an_mhaighdean_mhara,train
15596,4088_didis_tune,train
15597,4089_josie_begleys_fancy,train
15598,408_dick_gossips,train
15599,4090_oconnells_farewell_to_dublin,validation
15600,4091_twilight_in_portroe,train
15601,4093_vintons,train
15602,4096_slow_retreat,validation
15603,4097_johnny_mickeys,train
15604,4099_the_outdoor_relief,train
15605,409_colemans,validation
15606,40_the_guns_of_the_magnificent_seven,train
15607,4100_cuckoo_quickstep,train
15608,4101_the_blackbird,train
15609,4102_billy_piggs,train
15610,4103_johnny_mickeys,train
15611,4104_the_gravel_path,train
15612,4105_mountain_dew,train
15613,4106_rowley_burn,train
15614,4108_time_and_tide,train
15615,4109_roddam_dene,train
15616,410_the_old_copperplate,train
15617,4111_bidh_eoin,train
15618,4112_eeen_a_can,test
15619,4113_kitty_the_hare,validation
15620,4114_the_price_of_a_pig,train
15621,4115_the_merry_plough_boy,train
15622,4116_up_the_roman_road,train
15623,4117_laride,validation
15624,4118_il_prete_rosso,train
15625,4119_james_cameron,train
15626,411_the_heather_breeze,train
15627,4120_muster_foot,test
15628,4121_the_gatehouse_maid,train
15629,4123_an_buachaill_caol_dubh,train
15630,4124_all_the_night_i_lay_with_jockey,train
15631,4125_john_j_kimmels_favourite,train
15632,4126_the_musical_tour_of_ireland,test
15633,4128_frost_on_the_bow,train
15634,4129_lose_the_head,train
15635,412_the_cliffs,train
15636,4130_an_phis_thirim,test
15637,4131_little_katie_kearney,test
15638,4132_the_trip_to_miriams,train
15639,4133_catherine_mcevoys,train
15640,4134_monster_of_polska,train
15641,4135_the_sunderland_hornpipe,validation
15642,4136_the_pewter_plug,train
15643,4137_the_old_claddagh_ring,train
15644,4138_joes_tuxedo,test
15645,4139_scully_caseys,validation
15646,413_the_humours_of_drinagh,train
15647,4140_the_kitchen_maid,train
15648,4142_john_blessings,train
15649,4143_chuckling_in_the_bunk,train
15650,4144_la_citternalia,train
15651,4145_a_mans_a_man,train
15652,4146_numedalshalling,train
15653,4147_eddie_moloneys,train
15654,4148_the_head_light,train
15655,4149_phyllis_birthday,train
15656,414_seamus_cooleys,train
15657,4150_roslyn_castle,train
15658,4153_paudy_scullys,train
15659,4154_masons_men,validation
15660,4155_the_constitution,train
15661,4156_chicken,train
15662,4157_a_lovely_morning,test
15663,4158_tripping_to_the_well,test
15664,4160_laurels,train
15665,4162_the_kishkeam_lasses,validation
15666,4163_the_peacocks_at_clennell_hall,validation
15667,4164_morrisons_favourite,validation
15668,4165_reaping_the_rye,validation
15669,4166_the_protestant_hag,train
15670,4167_cruach_an_choirce,train
15671,4168_follow_me_up,test
15672,4169_mairtin_oconnors,validation
15673,416_big_willies_wedding,train
15674,4170_leaving_brittany,train
15675,4171_charlie_mulvihills,train
15676,4172_welcome_to_ghent,train
15677,4173_the_strophic,train
15678,4174_arizona,train
15679,4175_dermot_byrnes,train
15680,4176_eileen_oriordans,train
15681,4178_pedaling_patterns,train
15682,417_arthur_darleys,validation
15683,4180_the_tenpenny_bit,train
15684,4182_dwyers,train
15685,4183_ladies_2nd_choice,train
15686,4184_roisin_dubh,test
15687,4185_the_flying_wheelchair,test
15688,4186_the_jiggolo,train
15689,4187_patrick_oconnors,train
15690,4188_gan_ainm,train
15691,4189_grandpa_tommys_ceili_band,train
15692,418_ievan_polkka,train
15693,4190_the_road_to_the_isles,train
15694,4191_the_humours_of_ballingarry,train
15695,4193_mick_carrs,validation
15696,4194_a_bruxa,train
15697,4195_the_bear_dance,train
15698,4196_the_beehive,train
15699,4197_rohan,train
15700,4198_mick_oconnors,train
15701,4199_the_early_morning,train
15702,419_president_garfields,test
15703,41_the_green_groves_of_erin,test
15704,4200_plutos_in_scorpio,train
15705,4203_an_droichead_bheag,train
15706,4204_niamhs_capers,train
15707,4205_the_day_the_ass_ran_away,train
15708,4206_a_danadh_m,train
15709,4207_rayleens,test
15710,4208_lancers,train
15711,4209_the_gallant_tipperary_boys,test
15712,420_glencolmcille,validation
15713,4210_gan_ainm,train
15714,4211_the_lass_of_ballintra,train
15715,4212_bessie_brown,test
15716,4213_the_maid_that_dare_not_tell,validation
15717,4214_the_path_you_cant_see,train
15718,4217_the_broken_pledge,train
15719,4218_the_north_wind,train
15720,4220_toullen_douar,train
15721,4223_an_dro_delven,validation
15722,4224_shields_fair,train
15723,4225_the_fly_in_the_porter,train
15724,4226_dear_lisa,train
15725,4227_wideopen_lasses,train
15726,4229_john_macdonalds_exercise,train
15727,422_a_parcel_of_land,train
15728,4230_camel_hump,train
15729,4231_annas,train
15730,4232_the_pernod,train
15731,4233_aines_invitation,train
15732,4234_kit_omahony,train
15733,4235_esthers_arrival,train
15734,4236_the_whistler_at_the_wake,train
15735,4237_dunse_dings_a,validation
15736,4238_jarnovichs,test
15737,4239_93_not_out,train
15738,423_the_mouth_of_the_tobique,validation
15739,4240_the_bullock_on_the_bonnet,train
15740,4241_the_irish_tradition,train
15741,4242_planxty_johnston,train
15742,4243_mothers_day,test
15743,4245_sliabh_bloom,train
15744,4246_the_prodigal_son,train
15745,4247_flahertys,train
15746,4249_the_other_clog,train
15747,424_the_fairy_dance,validation
15748,4250_terry_teehans,train
15749,4252_kevin_doyles,test
15750,4253_smultronstllet,train
15751,4254_the_purple_headed_monster,train
15752,4255_loch_altan,train
15753,4256_elzics_farewell,validation
15754,4257_tantans,train
15755,4258_space_available,test
15756,425_wink_and_shell_follow_you,train
15757,4260_peacocks_fancy,train
15758,4261_hencheys_delight,test
15759,4262_captain_horne,train
15760,4263_jerry_mcmahons,train
15761,4265_the_trip_to_peterswell,validation
15762,4268_chao,train
15763,4269_the_trip_to_galway,train
15764,426_ormond_sound,validation
15765,4270_rossinver_braes,train
15766,4271_camptown_races,train
15767,4272_moxham_castle,train
15768,4273_paddy_faheys,test
15769,4274_streams_of_poulaphouca,train
15770,4275_the_camber_lasses,train
15771,4276_kitty_got_a_clinking_coming_from_the_fair,train
15772,4277_crathie_kirk,train
15773,4279_emmas_slip,train
15774,427_when_sick_is_it_tea_that_you_want,train
15775,4280_gan_ainm,train
15776,4281_cul_a_dun,train
15777,4284_xylospongia,train
15778,4285_emmas_single_but_i_cant_marry_her,train
15779,4286_emmas_hop,train
15780,4287_dan_cronins,train
15781,4289_spatter_the_dew,train
15782,428_the_humours_of_westmeath,train
15783,4290_the_smiling_bride,train
15784,4291_cicerenella_for_bagpipe,validation
15785,4295_the_hawthorn_hedge,train
15786,4296_the_little_diamond,train
15787,4298_the_inchindown,train
15788,4299_princess_beatrice,train
15789,429_the_nine_points_of_roguery,test
15790,42_the_gravel_walks,test
15791,4300_reel_de_montebello,train
15792,4301_wee_michaels,train
15793,4302_pirates_dream,train
15794,4303_love_lie_beside_me,train
15795,4304_tyrells_pass,train
15796,4305_the_cashmere_shawl,train
15797,4306_phil_cunninghams,train
15798,4307_scotland-ireland,train
15799,4308_coolinarne,train
15800,4309_tune_for_the_little_girl,test
15801,430_sporting_paddy,train
15802,4310_brendan_keenans,train
15803,4311_johnnies,test
15804,4312_the_pigeon_on_the_gate,train
15805,4314_the_highlandman_who_kissed_his_granny,train
15806,4316_bonnie_anne,train
15807,4318_murphys_hound,train
15808,4319_donie_nolans,train
15809,431_the_old_wheels_of_the_world,train
15810,4320_the_star_of_the_county_down,train
15811,4321_pearl_oshaughnessys,train
15812,4323_the_dusty_miller,train
15813,4324_john_murray_of_lochee,test
15814,4325_the_monoceros,validation
15815,4327_le_releveur,train
15816,4328_jig_in_a,train
15817,432_the_maids_of_mount_kisco,train
15818,4330_tarantella,test
15819,4331_the_three_merry_sisters_of_fate,validation
15820,4332_caseys_pig,train
15821,4334_the_victory,validation
15822,4335_the_beech_tree,train
15823,4336_cristina_patos_muieira,train
15824,4338_r_na_g,train
15825,4339_jacksons_coagy,train
15826,433_the_crock_of_gold,validation
15827,4341_slip_jig_de_chocobo,train
15828,4342_blencathra,validation
15829,4343_cristina_patos_muieira,validation
15830,4344_ton_double_gavotte,train
15831,4345_sullivan_john,train
15832,4347_the_intruder,train
15833,4348_maloneys_last_glass,train
15834,4349_a_mile_down_the_road,train
15835,434_christmas_in_killarney,train
15836,4351_mympwy_corris,train
15837,4352_pattys,test
15838,4353_the_greencastle,train
15839,4354_the_happy_aunt,train
15840,4355_the_popes_toe,validation
15841,4356_rices_flute,train
15842,4357_tico_tico,validation
15843,4358_sean_maguire,test
15844,4359_the_central_line,train
15845,435_manus_lunnys_terracotta_plower_pop,train
15846,4360_hanter_dro_de_storvan,train
15847,4361_the_seagull,train
15848,4362_barrys_trip_to_paris,train
15849,4364_ownie_davis,validation
15850,4365_din_tarrants,validation
15851,4366_the_hurdle_race,validation
15852,4367_the_fishers_rant,validation
15853,4368_carrickfergus,train
15854,4369_cheshire_round,validation
15855,436_the_ballyoran,test
15856,4370_flying_to_the_fleadh,train
15857,4371_the_ivory_bowl,train
15858,4372_the_carrick_tinker,train
15859,4373_padraig_okeeffes,validation
15860,4376_the_navvie_on_the_line,train
15861,4377_the_hurricane,train
15862,4378_pity_me,train
15863,437_muieira_de_cabana,train
15864,4381_down_in_the_moss_pit,train
15865,4382_old_man_and_the_old_woman,train
15866,4383_the_windy_city,train
15867,4384_the_raheen,train
15868,4385_maurice_okeeffes,train
15869,4386_i_had_a_hat,train
15870,4387_the_san_francisco,train
15871,4389_buntta_s_sgadan,train
15872,438_the_doon,train
15873,4390_thomas_friels,train
15874,4391_jimmy_kennedys,train
15875,4392_paddy_in_preston,train
15876,4393_jenna_reid_of_quarff,validation
15877,4394_the_kiss_behind_the_door,train
15878,4395_the_cuckoos_first_call,validation
15879,4396_mariannas,train
15880,4397_the_pepper_plant,train
15881,4398_tom_kinsellas,test
15882,439_andy_renwicks_ferret,test
15883,43_the_geese_in_the_bog,train
15884,4400_leaving_stoer,validation
15885,4401_the_boston_urban_ceilidh,train
15886,4402_am_faighir_muileach,test
15887,4403_farewell_to_erin,validation
15888,4404_inverness_fiddlers,train
15889,4405_mick_flatleys_delight,train
15890,440_christmas_eve,train
15891,4410_hectorina_shows_yer_bits,train
15892,4411_sestrina,train
15893,4412_halling,train
15894,4416_the_thunderstorm,validation
15895,4417_thomas_leixlip_the_proud,train
15896,4418_dave_normaway_macdonalds_wedding,train
15897,441_john_ryans,validation
15898,4420_break_yer_bass_drone,train
15899,4421_the_joy_of_it,train
15900,4423_waltz_for_vicki,train
15901,4424_the_ornery_upright,train
15902,4425_james_byrnes,validation
15903,4426_hunting_the_hare,validation
15904,4427_left-handed,train
15905,4428_the_high_drive,train
15906,4429_the_hollings,train
15907,442_the_flowers_of_red_hill,train
15908,4431_the_chatanooga_choo-choon,train
15909,4432_stormy_blues,train
15910,4434_denis_okeeffes,validation
15911,4435_the_road_to_banff,train
15912,4436_the_fork_in_the_road,train
15913,4437_a_maid_thats_deep_in_love,train
15914,4438_stourbra,train
15915,4439_pini_moniano,train
15916,443_rudolphs_fancy,train
15917,4440_ahernes_egg,train
15918,4441_the_reid_st,train
15919,4442_the_modal_anorak,train
15920,4443_wastview,test
15921,4444_the_blue_ball,train
15922,4446_giga,train
15923,4447_the_humours_of_swanlinbar,train
15924,4448_brian_o_linn,train
15925,4449_jewels_of_the_ocean,validation
15926,444_terry_teehans,train
15927,4450_devlins,train
15928,4451_paulines_place,train
15929,4454_hobble_the_boutches,train
15930,4455_boxwood,train
15931,4457_sen_mhire_mhiciln,train
15932,4459_hobbit,validation
15933,445_frailach,validation
15934,4460_the_old_pensioner,train
15935,4461_jim_colemans,train
15936,4463_the_hill_road,train
15937,4464_myras,train
15938,4467_the_heel_and_toe,train
15939,4468_chuir_iad_mise_dheilean_leam_fhn,train
15940,4469_elenas,train
15941,4470_thatchers_downfall,train
15942,4474_the_idle_road,train
15943,4475_the_first_day_of_spring,train
15944,4476_harry_lawsons,train
15945,4477_the_rambles_of_mike,train
15946,4479_the_laughing_spoons,test
15947,447_the_rose_in_the_heather,train
15948,4480_two_black_russians,train
